id	0_seqid	1_start	2_end	3_strand	4_length	5_type	6_Note	Mutant1_M2-count	Mutant1_M2-rpkm	Mutant1_M3-count	Mutant1_M3-rpkm	Mutant1_M4-count	Mutant1_M4-rpkm	Mutant2_M1-count	Mutant2_M1-rpkm	Mutant2_M2-count	Mutant2_M2-rpkm	Mutant2_M3-count	Mutant2_M3-rpkm	Mutant2_M4-count	Mutant2_M4-rpkm	Mutant3_M3-count	Mutant3_M3-rpkm	Mutant3_M4-count	Mutant3_M4-rpkm	Mutant3_M1-count	Mutant3_M1-rpkm	Mutant3_M2-count	Mutant3_M2-rpkm	WT_M1-count	WT_M1-rpkm	WT_M2-count	WT_M2-rpkm	WT_M3-count	WT_M3-rpkm	WT_M4-count	WT_M4-rpkm
gene1718	Contig_1.4	1050501	1052052	+	1552	gene		1126	75.62	1577	75.80	1795	70.72	1866	72.49	1878	83.31	1656	66.91	1781	73.82	892	50.56	918	46.15	2321	71.99	1143	48.57	2606	83.84	2391	88.01	1945	91.44	1636	93.18
gene1719	Contig_1.4	1052999	1054366	-	1368	gene		6	0.46	3	0.16	15	0.67	15	0.66	18	0.91	14	0.64	18	0.85	14	0.90	4	0.23	14	0.49	9	0.43	16	0.58	8	0.33	11	0.59	4	0.26
gene1720	Contig_1.4	1058476	1059297	+	822	gene		47	5.96	56	5.08	91	6.77	40	2.93	49	4.10	44	3.36	39	3.05	32	3.42	36	3.42	95	5.56	87	6.98	59	3.58	72	5.00	59	5.24	50	5.38
gene1721	Contig_1.4	1060010	1061078	+	1069	gene		36	3.51	68	4.75	38	2.17	34	1.92	22	1.42	27	1.58	30	1.81	24	1.97	21	1.53	75	3.38	35	2.16	96	4.48	60	3.21	66	4.50	40	3.31
gene1722	Contig_1.4	1065429	1067062	-	1634	gene		423	26.98	663	30.27	1234	46.18	2518	92.91	2336	98.43	2450	94.02	2080	81.89	1359	73.16	1503	71.77	2699	79.51	1911	77.13	1412	43.15	1308	45.73	1101	49.16	611	33.06
gene1723	Contig_1.4	1073974	1075326	-	1353	gene		3	0.23	1	0.06	0	0.00	1	0.04	1	0.05	2	0.09	0	0.00	2	0.13	2	0.12	1	0.04	4	0.19	6	0.22	2	0.08	1	0.05	1	0.07
gene1724	Contig_1.4	1078551	1080258	+	1708	gene		1633	99.66	2857	124.78	2704	96.80	722	25.49	488	19.67	643	23.61	586	22.07	228	11.74	306	13.98	1543	43.49	335	12.93	3284	96.00	4006	133.99	1409	60.19	2372	122.77
gene1725	Contig_1.4	1080736	1081312	+	577	gene		101	18.25	201	25.99	167	17.70	31	3.24	20	2.39	38	4.13	21	2.34	6	0.91	12	1.62	56	4.67	22	2.51	179	15.49	154	15.25	60	7.59	103	15.78
gene1726	Contig_1.4	1083833	1085155	+	1323	gene		0	0.00	2	0.11	4	0.18	0	0.00	1	0.05	0	0.00	0	0.00	2	0.13	1	0.06	1	0.04	2	0.10	1	0.04	3	0.13	1	0.06	3	0.20
gene1727	Contig_1.4	1086397	1087590	-	1194	gene		19	1.66	32	2.00	18	0.92	55	2.78	41	2.36	44	2.31	45	2.42	12	0.88	35	2.29	77	3.10	60	3.31	35	1.46	36	1.72	26	1.59	20	1.48
gene1728	Contig_1.1	864751	867631	+	2881	gene		110	3.98	178	4.61	235	4.99	242	5.06	35	0.84	238	5.18	208	4.64	39	1.19	64	1.73	303	5.06	44	1.01	185	3.21	113	2.24	133	3.37	87	2.67
gene1729	Contig_1.4	1088280	1089551	+	1272	gene		61	5.00	117	6.86	155	7.45	212	10.05	182	9.85	192	9.47	171	8.65	64	4.43	82	5.03	263	9.95	172	8.92	193	7.58	240	10.78	104	5.97	110	7.64
gene1730	Contig_1.4	1089880	1090128	-	249	gene		30	12.56	35	10.49	39	9.58	68	16.47	76	21.02	58	14.61	60	15.50	26	9.19	19	5.95	67	12.95	40	10.59	64	12.83	72	16.52	40	11.72	40	14.20
gene1731	Contig_1.4	1092216	1094568	-	2353	gene		678	30.03	1022	32.40	1102	28.64	2207	56.55	2146	62.79	2035	54.23	2033	55.58	1003	37.50	971	32.20	2410	49.30	1728	48.43	2147	45.56	1914	46.47	1819	56.41	1199	45.05
gene1732	Contig_1.4	1095366	1097115	+	1750	gene		66	3.93	73	3.11	158	5.52	295	10.16	236	9.29	345	12.36	251	9.23	133	6.69	164	7.31	337	9.27	202	7.61	331	9.44	223	7.28	245	10.22	88	4.45
gene1733	Contig_1.4	1097671	1100880	-	3210	gene		593	19.26	834	19.38	1410	26.86	2556	48.01	2239	48.02	2479	48.43	2580	51.70	614	16.83	706	17.16	2221	33.30	1462	30.04	2262	35.19	1930	34.35	1650	37.51	941	25.91
gene1734	Contig_1.4	1109287	1111165	-	1879	gene		50	2.77	55	2.18	57	1.85	16	0.51	17	0.62	23	0.77	18	0.62	6	0.28	12	0.50	34	0.87	33	1.16	126	3.35	100	3.04	50	1.94	73	3.43
gene1735	Contig_1.4	1111895	1113107	+	1213	gene		25	2.15	20	1.23	24	1.21	18	0.89	9	0.51	14	0.72	18	0.95	11	0.80	6	0.39	29	1.15	21	1.14	30	1.23	29	1.37	15	0.90	14	1.02
gene1736	Contig_1.4	1115181	1116716	-	1536	gene		203	13.78	243	11.80	435	17.32	982	38.55	798	35.77	961	39.23	830	34.76	509	29.15	493	25.04	1170	36.67	545	23.40	685	22.27	631	23.47	501	23.80	289	16.63
gene1737	Contig_1.4	1117690	1118559	+	870	gene		212	25.40	273	23.41	306	21.51	567	39.30	546	43.21	586	42.24	568	42.00	359	36.30	440	39.46	1350	74.69	467	35.40	467	26.80	386	25.35	343	28.77	244	24.79
gene1738	Contig_1.4	1118674	1119673	-	1000	gene		313	32.62	420	31.33	422	25.80	743	44.80	739	50.88	783	49.10	688	44.26	546	48.03	592	46.19	1249	60.12	700	46.16	724	36.15	488	27.88	547	39.91	418	36.95
gene1739	Contig_1.1	867998	869500	-	1503	gene		39	2.70	50	2.48	49	1.99	82	3.29	81	3.71	86	3.59	70	3.00	23	1.35	24	1.25	34	1.09	56	2.46	92	3.06	100	3.80	51	2.48	55	3.23
gene1740	Contig_1.4	1119903	1121854	+	1952	gene		526	28.09	578	22.09	652	20.42	1620	50.04	1572	55.45	1323	42.50	1315	43.34	1103	49.71	1025	40.97	1707	42.09	1185	40.04	1445	36.96	1338	39.16	1591	59.47	805	36.46
gene1741	Contig_1.4	1122990	1124670	+	1681	gene		47	2.91	52	2.31	52	1.89	95	3.41	100	4.10	74	2.76	78	2.98	36	1.88	49	2.27	97	2.78	69	2.71	116	3.45	161	5.47	75	3.26	66	3.47
gene1742	Contig_1.4	1125222	1126004	+	783	gene		1	0.13	0	0.00	2	0.16	3	0.23	15	1.32	9	0.72	5	0.41	3	0.34	4	0.40	7	0.43	8	0.67	5	0.32	2	0.15	4	0.37	0	0.00
gene1743	Contig_1.4	1126656	1128135	-	1480	gene		13	0.92	18	0.91	15	0.62	1182	48.15	1282	59.64	1272	53.89	1040	45.20	512	30.43	558	29.42	2938	95.55	1365	60.82	30	1.01	22	0.85	500	24.65	21	1.25
gene1744	Contig_1.4	1135114	1136001	+	888	gene		0	0.00	0	0.00	0	0.00	0	0.00	1	0.08	2	0.14	0	0.00	0	0.00	0	0.00	1	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene1745	Contig_1.4	1138683	1140194	-	1512	gene		59	4.07	76	3.75	57	2.31	106	4.23	94	4.28	126	5.23	101	4.30	86	5.00	72	3.72	156	4.97	100	4.36	107	3.53	124	4.69	95	4.58	97	5.67
gene1746	Contig_1.4	1140568	1143324	+	2757	gene		228	8.62	371	10.04	332	7.36	617	13.49	549	13.71	546	12.42	512	11.95	322	10.27	336	9.51	791	13.81	615	14.71	560	10.14	506	10.49	400	10.59	325	10.42
gene1747	Contig_1.4	1144881	1145927	-	1047	gene		1212	120.66	1102	78.52	1137	66.40	1710	98.48	997	65.56	1569	93.97	1463	89.89	986	82.84	979	72.95	1347	61.93	1251	78.80	2862	136.49	2514	137.18	2415	168.30	1432	120.91
gene1748	Contig_1.4	1156318	1156828	+	511	gene		74	15.09	91	13.28	90	10.77	38	4.48	38	5.12	51	6.26	51	6.42	66	11.36	57	8.70	84	7.91	75	9.68	123	12.02	145	16.21	56	8.00	98	16.95
gene1749	Contig_1.4	1170633	1172932	+	2300	gene		443	20.08	572	18.55	613	16.30	6731	176.45	4917	147.19	7877	214.76	7363	205.93	5385	205.95	5658	191.93	9284	194.30	10301	295.37	1369	29.72	1052	26.13	964	30.58	617	23.71
gene1750	Contig_1.1	118143	120049	-	1907	gene		52	2.84	96	3.76	157	5.03	213	6.73	201	7.26	221	7.27	225	7.59	147	6.78	182	7.45	271	6.84	205	7.09	171	4.48	167	5.00	144	5.51	47	2.18
gene1751	Contig_1.1	873872	875520	-	1649	gene		15	0.95	20	0.90	20	0.74	44	1.61	32	1.34	48	1.83	38	1.48	23	1.23	39	1.85	89	2.60	54	2.16	54	1.64	73	2.53	49	2.17	22	1.18
gene1752	Contig_1.4	1175237	1175896	-	660	gene		17	2.68	25	2.83	61	5.65	26	2.38	19	1.98	31	2.95	29	2.83	22	2.93	27	3.19	34	2.48	25	2.50	37	2.80	37	3.20	20	2.21	20	2.68
gene1753	Contig_1.4	1176343	1177383	-	1041	gene		51	5.11	70	5.02	139	8.16	81	4.69	73	4.83	88	5.30	85	5.25	73	6.17	94	7.05	89	4.12	66	4.18	148	7.10	127	6.97	81	5.68	49	4.16
gene1754	Contig_1.4	1177688	1178686	-	999	gene		206	21.49	282	21.06	559	34.22	417	25.17	521	35.91	413	25.92	390	25.11	228	20.08	256	19.99	455	21.92	388	25.61	500	24.99	568	32.48	417	30.46	274	24.25
gene1755	Contig_1.4	1180902	1182728	-	1827	gene		179	10.21	314	12.82	241	8.07	493	16.27	374	14.09	446	15.31	415	14.61	243	11.70	299	12.77	828	21.81	370	13.36	333	9.10	290	9.07	253	10.10	232	11.23
gene1756	Contig_1.4	1183125	1184127	+	1003	gene		604	62.77	751	55.86	744	45.36	1608	96.66	1551	106.47	1314	82.15	1270	81.45	545	47.80	558	43.41	1179	56.58	1072	70.49	1451	72.23	1505	85.72	1115	81.11	1041	91.75
gene1757	Contig_1.4	1186335	1188003	-	1669	gene		804	50.21	1273	56.90	1479	54.19	2104	76.01	1404	57.92	2091	78.56	1909	73.58	1439	75.84	1539	71.94	3041	87.70	1984	78.40	2388	71.44	2007	68.70	1699	74.28	1171	62.02
gene1758	Contig_1.4	1194654	1199019	-	4366	gene		385	9.19	518	8.85	532	7.45	1367	18.88	1088	17.16	1287	18.48	1257	18.52	758	15.27	825	14.74	1543	17.01	987	14.91	1013	11.59	856	11.20	854	14.27	459	9.29
gene1759	Contig_1.4	1200000	1202057	+	2058	gene		155	7.85	236	8.55	265	7.87	338	9.90	320	10.71	342	10.42	361	11.28	179	7.65	186	7.05	442	10.34	240	7.69	392	9.51	415	11.52	325	11.52	191	8.20
gene1760	Contig_1.4	1202258	1204525	-	2268	gene		358	16.45	543	17.86	494	13.32	1076	28.61	746	22.65	949	26.24	876	24.85	952	36.92	844	29.03	1716	36.42	988	28.73	687	15.12	476	11.99	758	24.39	390	15.20
gene1761	Contig_1.4	1207531	1209050	+	1520	gene		501	34.36	950	46.62	681	27.40	521	20.67	330	14.95	422	17.41	561	23.74	536	31.02	632	32.44	958	30.34	889	38.57	811	26.64	753	28.30	481	23.09	493	28.67
gene1762	Contig_1.1	876384	877278	+	895	gene		1	0.12	0	0.00	1	0.07	0	0.00	2	0.15	2	0.14	1	0.07	1	0.10	3	0.26	6	0.32	2	0.15	2	0.11	0	0.00	1	0.08	0	0.00
gene1763	Contig_1.4	1211811	1213289	-	1479	gene		27	1.90	39	1.97	56	2.32	137	5.59	67	3.12	112	4.75	132	5.74	53	3.15	44	2.32	133	4.33	52	2.32	97	3.27	47	1.82	35	1.73	34	2.03
gene1764	Contig_1.4	1214545	1216659	-	2115	gene		18	0.89	36	1.27	60	1.73	198	5.64	176	5.73	185	5.48	163	4.96	49	2.04	54	1.99	187	4.26	77	2.40	131	3.09	116	3.13	123	4.24	57	2.38
gene1765	Contig_1.4	1217176	1218093	-	918	gene		51	5.79	59	4.79	73	4.86	154	10.11	208	15.60	128	8.74	130	9.11	37	3.55	45	3.82	146	7.66	84	6.03	168	9.14	95	5.91	123	9.78	83	7.99
gene1766	Contig_1.4	1220804	1221892	+	1089	gene		173	16.56	223	15.28	264	14.82	470	26.02	358	22.63	480	27.64	386	22.80	205	16.56	218	15.62	527	23.29	285	17.26	608	27.88	446	23.40	381	25.53	282	22.89
gene1767	Contig_1.4	1227282	1228476	+	1195	gene		74	6.45	94	5.87	118	6.04	95	4.79	90	5.19	101	5.30	112	6.03	47	3.46	56	3.66	135	5.44	169	9.33	132	5.52	100	4.78	85	5.19	77	5.70
gene1768	Contig_1.4	1229837	1231547	-	1711	gene		2	0.12	3	0.13	1	0.04	5	0.18	7	0.28	4	0.15	6	0.23	6	0.31	4	0.18	12	0.34	4	0.15	4	0.12	0	0.00	2	0.09	1	0.05
gene1769	Contig_1.4	1232607	1234943	+	2337	gene		5	0.22	4	0.13	5	0.13	5	0.13	7	0.21	3	0.08	6	0.17	14	0.53	5	0.17	18	0.37	9	0.25	13	0.28	7	0.17	2	0.06	4	0.15
gene1770	Contig_1.4	1237133	1239021	-	1889	gene		56	3.09	71	2.80	68	2.20	103	3.29	69	2.51	84	2.79	98	3.34	46	2.14	50	2.07	145	3.69	89	3.11	145	3.83	105	3.18	65	2.51	69	3.23
gene1771	Contig_1.4	1244114	1245099	+	986	gene		4	0.42	2	0.15	4	0.25	5	0.31	9	0.63	9	0.57	10	0.65	3	0.27	3	0.24	11	0.54	5	0.33	5	0.25	3	0.17	5	0.37	2	0.18
gene1772	Contig_1.4	1247479	1248003	+	525	gene		78	15.49	114	16.20	102	11.88	117	13.44	91	11.93	126	15.05	123	15.07	101	16.92	92	13.67	204	18.70	141	17.71	148	14.08	124	13.49	103	14.32	94	15.83
gene1773	Contig_1.1	877722	878253	-	532	gene		220	43.10	306	42.91	349	40.11	553	62.67	409	52.93	498	58.70	545	65.90	362	59.86	322	47.22	515	46.60	302	37.44	529	49.65	467	50.15	282	38.68	323	53.67
gene1774	Contig_1.4	1248786	1249697	+	912	gene		70	8.00	124	10.14	108	7.24	210	13.88	182	13.74	190	13.06	179	12.63	73	7.04	102	8.73	282	14.88	147	10.63	219	11.99	151	9.46	124	9.92	123	11.92
gene1775	Contig_1.4	1249755	1250680	-	926	gene		169	19.02	263	21.19	277	18.29	516	33.60	614	45.65	449	30.41	503	34.94	238	22.61	219	18.45	677	35.19	473	33.69	459	24.75	440	27.15	331	26.08	323	30.83
gene1776	Contig_1.4	1251405	1252307	+	903	gene		296	34.17	462	38.17	441	29.86	496	33.12	466	35.53	459	31.87	435	30.99	357	34.78	340	29.38	662	35.29	624	45.57	492	27.21	477	30.18	356	28.77	255	24.96
gene1777	Contig_1.4	1253881	1255864	-	1984	gene		53	2.78	95	3.57	111	3.42	181	5.50	100	3.47	182	5.75	176	5.71	119	5.28	134	5.27	284	6.89	107	3.56	121	3.05	95	2.74	61	2.24	69	3.07
gene1778	Contig_1.4	1256910	1257724	-	815	gene		1	0.13	4	0.37	4	0.30	2	0.15	5	0.42	2	0.15	9	0.71	5	0.54	4	0.38	9	0.53	9	0.73	6	0.37	2	0.14	3	0.27	1	0.11
gene1779	Contig_1.4	1258322	1260137	+	1816	gene		6	0.34	6	0.25	14	0.47	7	0.23	5	0.19	15	0.52	12	0.43	9	0.44	17	0.73	23	0.61	11	0.40	8	0.22	5	0.16	4	0.16	3	0.15
gene1780	Contig_1.4	1268276	1273930	+	5655	gene		1170	21.57	1816	23.96	2839	30.70	4349	46.37	2634	32.07	3813	42.28	3872	44.05	2850	44.33	2910	40.15	6170	52.52	3784	44.13	5685	50.20	3704	37.42	3939	50.82	1469	22.96
gene1781	Contig_1.4	1285396	1289670	+	4275	gene		170	4.14	229	4.00	429	6.14	917	12.93	416	6.70	986	14.46	850	12.79	858	17.65	1066	19.46	1308	14.73	1314	20.27	776	9.06	431	5.76	855	14.59	197	4.07
gene1782	Contig_1.4	1291411	1293779	+	2369	gene		744	32.73	1054	33.19	1012	26.12	678	17.26	590	17.15	681	18.03	670	18.19	467	17.34	548	18.05	1539	31.27	653	18.18	1677	35.35	956	23.05	730	22.48	851	31.76
gene1783	Contig_1.4	1299048	1299804	-	757	gene		327	45.03	509	50.16	475	38.37	831	66.19	545	49.57	834	69.08	766	65.09	441	51.25	553	57.00	1431	90.99	726	63.25	841	55.47	630	47.55	566	54.56	483	56.40
gene1784	Contig_1.1	878877	880528	+	1652	gene		148	9.34	204	9.21	338	12.51	409	14.93	259	10.79	389	14.77	333	12.97	372	19.81	391	18.47	424	12.35	257	10.26	478	14.45	488	16.88	259	11.44	247	13.22
gene1785	Contig_1.4	1303869	1305096	-	1228	gene		2288	194.21	3771	229.08	3848	191.61	7365	361.62	5271	295.54	7663	391.30	7261	380.36	5306	380.08	6242	396.59	10516	412.21	6908	370.99	5286	214.93	4724	219.77	3923	233.10	3235	232.88
gene1786	Contig_1.4	1308952	1311916	+	2965	gene		2673	93.97	4156	104.57	3814	78.66	6356	129.25	5209	120.96	6128	129.60	5741	124.55	3250	96.42	3656	96.21	7872	127.80	5110	113.66	6979	117.53	5795	111.66	5087	125.19	3854	114.90
gene1787	Contig_1.4	1313098	1313916	+	819	gene		259	32.96	378	34.43	342	25.53	472	34.75	492	41.36	464	35.53	436	34.25	277	29.75	286	27.25	654	38.44	480	38.65	670	40.85	533	37.18	497	44.28	419	45.23
gene1788	Contig_1.4	1315186	1316604	+	1419	gene		1650	121.20	2091	109.93	1535	66.15	2136	90.76	1985	96.32	1993	88.07	1887	85.54	2129	131.98	2189	120.36	2985	101.26	2295	106.66	2593	91.24	1533	61.72	3303	169.84	2047	127.52
gene1789	Contig_1.4	1316995	1318694	+	1700	gene		89	5.46	120	5.27	210	7.55	381	13.51	317	12.84	361	13.32	309	11.69	231	11.95	212	9.73	473	13.39	306	11.87	330	9.69	211	7.09	301	12.92	136	7.07
gene1790	Contig_1.4	1322892	1323371	-	480	gene		77	16.72	102	15.85	146	18.60	160	20.10	171	24.53	165	21.56	158	21.17	109	19.98	106	17.23	171	17.15	145	19.92	171	17.79	136	16.19	124	18.85	81	14.92
gene1791	Contig_1.4	1323817	1326184	+	2368	gene		393	17.30	512	16.13	458	11.83	791	20.14	729	21.20	717	18.99	753	20.46	479	17.79	521	17.17	952	19.35	683	19.02	777	16.38	656	15.83	769	23.70	487	18.18
gene1792	Contig_1.4	1326350	1327617	-	1268	gene		2	0.16	9	0.53	8	0.39	10	0.48	12	0.65	12	0.59	8	0.41	12	0.83	9	0.55	18	0.68	15	0.78	8	0.32	5	0.23	7	0.40	3	0.21
gene1793	Contig_1.4	1334644	1337687	-	3044	gene		997	34.14	1437	35.22	1765	35.45	2908	57.60	2508	56.73	2556	52.65	2693	56.91	2012	58.14	1845	47.29	3483	55.08	3495	75.72	2902	47.60	2070	38.85	2696	64.62	1287	37.38
gene1794	Contig_1.4	1340696	1342035	+	1340	gene		225	17.50	286	15.92	240	10.95	611	27.49	404	20.76	557	26.07	522	25.06	456	29.93	506	29.46	1035	37.18	585	28.79	324	12.07	229	9.76	434	23.63	256	16.89
gene1795	Contig_1.1	880986	882728	-	1743	gene		13	0.78	19	0.81	27	0.95	41	1.42	38	1.50	32	1.15	28	1.03	39	1.97	40	1.79	57	1.57	22	0.83	23	0.66	15	0.49	13	0.54	19	0.96
gene1796	Contig_1.4	1342562	1344294	-	1733	gene		31	1.86	41	1.76	33	1.16	150	5.22	98	3.89	138	4.99	143	5.31	46	2.33	48	2.16	140	3.89	104	3.96	97	2.79	68	2.24	71	2.99	44	2.24
gene1797	Contig_1.4	1345951	1346718	+	768	gene		6	0.81	16	1.55	7	0.56	21	1.65	32	2.87	21	1.71	20	1.68	8	0.92	14	1.42	19	1.19	30	2.58	19	1.24	13	0.97	13	1.24	14	1.61
gene1798	Contig_1.4	1347381	1352201	+	4821	gene		1	0.02	15	0.23	19	0.24	21	0.26	16	0.23	34	0.44	20	0.27	26	0.47	35	0.57	63	0.63	14	0.19	42	0.44	30	0.36	22	0.33	14	0.26
gene1799	Contig_1.4	1353367	1356173	+	2807	gene		79	2.93	125	3.32	102	2.22	62	1.33	62	1.52	74	1.65	67	1.54	103	3.23	107	2.97	119	2.04	127	2.98	175	3.11	143	2.91	106	2.76	119	3.75
gene1800	Contig_1.4	1358299	1359746	-	1448	gene		1385	99.70	1628	83.87	1179	49.79	1302	54.22	1292	61.43	1250	54.13	1316	58.46	1414	85.90	1598	86.10	2040	67.81	1546	70.41	1163	40.10	748	29.51	1432	72.16	656	40.05
gene1801	Contig_1.4	1360109	1361011	+	903	gene		139	16.04	218	18.01	186	12.59	260	17.36	179	13.65	241	16.74	260	18.52	164	15.98	211	18.23	376	20.04	208	15.19	233	12.88	190	12.02	189	15.27	137	13.41
gene1802	Contig_1.4	1362280	1363266	+	987	gene		106	11.19	172	13.00	144	8.92	161	9.84	74	5.16	162	10.29	166	10.82	110	9.80	164	12.96	244	11.90	130	8.69	142	7.18	86	4.98	91	6.73	92	8.24
gene1803	Contig_1.4	1365089	1366522	-	1434	gene		98	7.12	114	5.93	111	4.73	219	9.21	235	11.28	214	9.36	177	7.94	163	10.00	191	10.39	250	8.39	261	12.00	161	5.61	93	3.71	142	7.23	86	5.30
gene1804	Contig_1.4	1368688	1373052	+	4365	gene		35	0.84	37	0.63	73	1.02	133	1.84	88	1.39	126	1.81	126	1.86	104	2.10	120	2.14	194	2.14	146	2.21	112	1.28	67	0.88	76	1.27	42	0.85
gene1805	Contig_1.4	1374738	1375758	-	1021	gene		0	0.00	1	0.07	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene1806	Contig_1.1	886469	887623	-	1155	gene		240	21.66	320	20.67	286	15.14	332	17.33	114	6.80	337	18.30	272	15.15	125	9.52	234	15.81	368	15.34	100	5.71	474	20.49	336	16.62	359	22.68	251	19.21
gene1807	Contig_1.4	1376195	1378252	-	2058	gene		0	0.00	0	0.00	0	0.00	0	0.00	1	0.03	0	0.00	0	0.00	1	0.04	1	0.04	1	0.02	1	0.03	0	0.00	0	0.00	0	0.00	0	0.00
gene1808	Contig_1.4	1390651	1391820	+	1170	gene		311	27.71	547	34.88	652	34.07	902	46.48	475	27.95	825	44.22	766	42.12	1058	79.54	1230	82.02	901	37.07	694	39.12	716	30.56	338	16.50	783	48.83	168	12.69
gene1809	Contig_1.4	1391899	1392864	+	966	gene		498	53.73	803	62.01	847	53.61	1056	65.91	741	52.82	1140	74.00	940	62.60	1310	119.29	1523	123.01	1177	58.65	779	53.18	810	41.87	393	23.24	861	65.03	252	23.06
gene1810	Contig_1.4	1394614	1395333	-	720	gene		0	0.00	0	0.00	0	0.00	2	0.17	1	0.10	2	0.17	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.10	0	0.00
gene1811	Contig_1.4	1406571	1408257	+	1687	gene		590	36.45	856	37.85	700	25.37	436	15.58	277	11.31	431	16.02	353	13.46	187	9.75	321	14.85	513	14.64	142	5.55	757	22.41	515	17.44	494	21.37	356	18.65
gene1812	Contig_1.4	1409476	1410330	-	855	gene		0	0.00	2	0.17	0	0.00	3	0.21	1	0.08	0	0.00	0	0.00	0	0.00	0	0.00	2	0.11	1	0.08	2	0.12	1	0.07	0	0.00	0	0.00
gene1813	Contig_1.4	1411435	1412274	-	840	gene		3	0.37	4	0.36	1	0.07	3	0.22	3	0.25	5	0.37	4	0.31	2	0.21	1	0.09	0	0.00	0	0.00	3	0.18	2	0.14	3	0.26	1	0.11
gene1814	Contig_1.4	1416955	1418704	+	1750	gene		1	0.06	2	0.09	2	0.07	15	0.52	10	0.39	3	0.11	6	0.22	5	0.25	6	0.27	11	0.30	6	0.23	10	0.29	2	0.07	5	0.21	4	0.20
gene1815	Contig_1.4	1419889	1421233	+	1345	gene		81	6.28	95	5.27	94	4.27	218	9.77	159	8.14	218	10.16	207	9.90	92	6.02	88	5.10	238	8.52	164	8.04	341	12.66	264	11.21	195	10.58	191	12.55
gene1816	Contig_1.4	1421757	1423685	-	1929	gene		33	1.78	65	2.51	57	1.81	237	7.41	220	7.85	222	7.22	195	6.50	196	8.94	282	11.41	249	6.21	170	5.81	99	2.56	71	2.10	136	5.14	66	3.02
gene1817	Contig_1.1	898030	899716	-	1687	gene		180	11.12	258	11.41	264	9.57	631	22.55	527	21.51	601	22.34	594	22.65	241	12.57	273	12.63	619	17.66	465	18.18	422	12.49	406	13.75	386	16.70	304	15.93
gene1818	Contig_1.4	1424256	1429850	+	5595	gene		53	0.99	75	1.00	101	1.10	284	3.06	185	2.28	210	2.35	237	2.72	130	2.04	146	2.04	285	2.45	153	1.80	325	2.90	200	2.04	219	2.86	82	1.30
gene1819	Contig_1.4	1429962	1431749	+	1788	gene		56	3.26	91	3.80	110	3.76	231	7.79	159	6.12	233	8.17	216	7.77	101	4.97	100	4.36	223	6.00	93	3.43	263	7.34	153	4.89	175	7.14	86	4.25
gene1820	Contig_1.4	1433072	1434852	-	1781	gene		1	0.06	2	0.08	0	0.00	1	0.03	0	0.00	1	0.04	4	0.14	1	0.05	2	0.09	1	0.03	2	0.07	0	0.00	0	0.00	1	0.04	0	0.00
gene1821	Contig_1.4	1435857	1440251	-	4395	gene		62	1.47	136	2.31	129	1.79	407	5.58	360	5.64	372	5.31	425	6.22	260	5.20	244	4.33	466	5.10	331	4.97	166	1.89	114	1.48	165	2.74	70	1.41
gene1822	Contig_1.4	1441365	1441592	-	228	gene		33	15.09	60	19.63	81	21.72	59	15.60	72	21.74	116	31.90	95	26.80	96	37.04	115	39.35	182	38.42	86	24.88	87	19.05	48	12.03	57	18.24	41	15.90
gene1823	Contig_1.4	1442944	1443918	-	975	gene		5872	627.75	7405	566.57	7684	481.90	9541	590.02	9475	669.10	9125	586.87	8827	582.38	5099	460.04	5510	440.92	12025	593.67	9667	653.88	10540	539.78	11376	666.58	9075	679.15	7555	684.99
gene1824	Contig_1.4	1447714	1451827	-	4114	gene		188	4.76	233	4.23	332	4.93	839	12.30	602	10.08	740	11.28	717	11.21	641	13.71	609	11.55	1165	13.63	658	10.55	619	7.51	374	5.19	492	8.73	295	6.34
gene1825	Contig_1.4	1452238	1453413	+	1176	gene		333	29.51	510	32.35	1046	54.39	1451	74.39	1078	63.11	1371	73.10	1323	72.37	1632	122.07	1875	124.40	1803	73.80	1261	70.72	1172	49.76	547	26.57	904	56.09	499	37.51
gene1826	Contig_1.4	1453739	1455832	-	2094	gene		76	3.78	89	3.17	162	4.73	221	6.36	234	7.69	211	6.32	192	5.90	243	10.21	279	10.40	283	6.51	152	4.79	263	6.27	161	4.39	165	5.75	99	4.18
gene1827	Contig_1.4	1456356	1457294	-	939	gene		35	3.89	36	2.86	65	4.23	31	1.99	26	1.91	36	2.40	22	1.51	43	4.03	29	2.41	65	3.33	33	2.32	73	3.88	34	2.07	34	2.64	26	2.45
gene1828	Contig_1.1	900790	903154	+	2365	gene		794	34.99	1061	33.47	1319	34.10	2556	65.16	1826	53.16	2526	66.98	2070	56.30	1225	45.56	1945	64.17	3470	70.63	1698	47.35	1160	24.49	777	18.77	1211	37.36	606	22.65
gene1829	Contig_1.4	1458299	1459236	-	938	gene		16	1.78	24	1.91	56	3.65	16	1.03	12	0.88	25	1.67	17	1.17	22	2.06	20	1.66	25	1.28	20	1.41	50	2.66	16	0.97	13	1.01	19	1.79
